id,latitude,longitude,period,persist,radius,drogue,t,u,v
114910.0,25.027,-41.242999999999995,74.03144336453924,105.0,102184.43460383243,1.0,12741.25,0.021659340180594157,0.09801242626770212
114910.0,25.056,-41.23599999999999,132.85035839854834,105.0,173438.34747593262,1.0,12741.5,0.02596584662724732,0.09132003693915361
114910.0,25.076,-41.228999999999985,132.85035839854834,105.0,156712.40243771838,1.0,12741.75,0.028240264148652938,0.08100245736665851
114910.0,25.079,-41.218999999999994,132.85035839854834,105.0,141087.6098847383,1.0,12742.0,0.025833885182474613,0.07278224091249172
114910.0,25.097,-41.214,132.85035839854834,105.0,142377.12939104708,1.0,12742.25,0.02525809195074518,0.07373061219153784
114910.0,25.107,-41.22300000000001,24.559531410863077,105.0,23449.210476162727,1.0,12742.5,0.017307615908320233,0.06724264400834963
114910.0,25.131,-41.214,13.352603249181376,105.0,10712.608968446748,1.0,12742.75,-0.002015262462606828,0.058309081889266125
114910.0,25.133,-41.202999999999975,11.929816315288518,105.0,9949.912110504609,1.0,12743.0,-0.032820062720214725,0.05100606325833905
114910.0,25.138,-41.218999999999994,8.373009344820634,105.0,9547.972993550837,1.0,12743.25,-0.05758020495441649,0.05967746876602542
114910.0,25.145,-41.25,6.469556046113845,105.0,7211.662424435559,1.0,12743.5,-0.06358339702089902,0.05028412910637117
114910.0,25.17,-41.26400000000001,6.31280316849521,105.0,5137.912954804293,1.0,12743.75,-0.05231513873562561,0.027682060499479487
114910.0,25.165,-41.262,5.643251412049685,105.0,2243.9715063365293,1.0,12744.0,-0.02885280879093076,-0.0019265279500886136
114910.0,25.162,-41.271000000000015,5.202064173248865,105.0,1321.6608518379696,1.0,12744.25,0.005570493656790026,-0.017616358752210817
114910.0,25.149,-41.273000000000025,5.004936524803631,105.0,3005.963643568728,1.0,12744.5,0.03931919383167854,-0.01901756888823318
114910.0,25.148,-41.26400000000001,5.004936524803631,105.0,4249.176595665125,1.0,12744.75,0.061683514066155916,-0.002659301593429334
114910.0,25.145,-41.23399999999998,5.004936524803631,105.0,4504.73745525035,1.0,12745.0,0.05981661138824594,0.026574720642759952
114910.0,25.159,-41.22199999999998,5.202064173248865,105.0,4506.800154072651,1.0,12745.25,0.020312036625103176,0.05963852211132201
114910.0,25.167,-41.218999999999994,5.202064173248865,105.0,5785.313340430006,1.0,12745.5,-0.00906504052492877,0.0803659219614039
114910.0,25.193,-41.23200000000003,5.202064173248865,105.0,6237.1285382042115,1.0,12745.75,-0.028875544435432048,0.08227146780477004
116189.0,26.961,-73.52800000000002,52.43959237837482,103.75,154184.34551574654,1.0,12882.5,0.20732549151571805,0.05229603305475422
116189.0,26.973,-73.48200000000003,14.08865884381582,103.75,49129.16130270931,1.0,12882.75,0.2529203780325972,0.01844630351134592
116189.0,26.962,-73.40899999999999,11.200646981906747,103.75,46656.81380443066,1.0,12883.0,0.30116481821647445,-0.032627688672899634
116189.0,26.947,-73.34500000000003,10.912679331851935,103.75,52800.2416202317,1.0,12883.25,0.336925568005655,-0.10142507221853517
116189.0,26.934,-73.27699999999999,10.444216047636454,103.75,55466.94620338805,1.0,12883.5,0.33408065736053866,-0.19377558994769106
116189.0,26.904,-73.19799999999998,9.99044874293457,103.75,54448.606496320266,1.0,12883.75,0.2773663092339483,-0.28311362015235547
